Gene	logFC	AveExpr	t	P.Value	adj.P.Val	B
C21orf58	0.429034464862458	6.73985509031199	4.27849933572957	2.02898632466643e-05	4.49622836712381e-05	1.65456027061228
ASTL	-0.512998741507962	1.75285361247947	-4.27831084962666	2.03067926346014e-05	4.49948757588563e-05	1.65376807000205
TPRA1	0.203220592493599	9.40003095238095	4.27824041773247	2.03131221207829e-05	4.50039765003934e-05	1.65347205586337
VEGFB	-0.294786887181196	10.3594462233169	-4.27774478149834	2.03577165610817e-05	4.5097842462812e-05	1.6513891086842
CD3D	0.739084303374546	5.954926272578	4.27550637409216	2.05602804930748e-05	4.55415947222739e-05	1.64198495612103
RICTOR	-0.285751698407418	9.62649581280788	-4.27388448179529	2.07082520521265e-05	4.58643395187736e-05	1.63517393367721
PTHLH	-0.820086417195681	6.53481371100164	-4.2737674506689	2.07189684356951e-05	4.58830561792999e-05	1.63468256670316
NMUR2	-0.340425662100457	0.710947701149425	-4.27366250992578	2.07285822143796e-05	4.58993272474978e-05	1.63424197352366
SDCBP2	0.539981423321072	5.92257717569787	4.27280485363216	2.08073129434489e-05	4.60686237816472e-05	1.63064150140895
SH3GL2	0.762489972157253	2.29037528735632	4.27238382529809	2.08460665399264e-05	4.61493812381493e-05	1.6288742658509
LRRC34	0.370245334669781	5.22631551724138	4.27199550546252	2.08818704649155e-05	4.62235917210043e-05	1.62724447161933
MUC6	-1.58204846864907	4.94434105090312	-4.27062722473202	2.10084966377329e-05	4.64988058915154e-05	1.62150288707224
CSGALNACT1	0.421727330437699	7.96641699507389	4.26964150372436	2.1100172416071e-05	4.66966114927626e-05	1.61736770705278
IL17RD	0.542203483684157	9.05819983579639	4.26944437667992	2.11185516730069e-05	4.67321796855044e-05	1.6165408541696
CT45A5	0.435448054349037	0.240890804597701	4.26861191004312	2.11963356187637e-05	4.68991793894026e-05	1.61304946666006
C17orf65	-0.259296745740062	7.51285632183908	-4.26837103433517	2.12188934329692e-05	4.69439621809582e-05	1.61203935069107
C5orf56	-0.354392551509083	6.03755779967159	-4.26792656799955	2.12605774235657e-05	4.70310446730806e-05	1.61017561951119
USP32	-0.358569148012027	10.3639353858785	-4.26734426254344	2.13153066913494e-05	4.71469627690267e-05	1.60773418790999
C3orf35	-0.365503329992204	2.89270509031199	-4.26465290171761	2.15700094893865e-05	4.77051252789184e-05	1.5964543216428
LYG1	0.48535240227197	3.12519597701149	4.26434244666099	2.15995759904387e-05	4.77652995149995e-05	1.59515360573119
TTC1	-0.169714141886635	9.93895763546798	-4.26369968567607	2.16609127993829e-05	4.78957097950761e-05	1.59246091722908
NUP188	0.182032339904213	10.5252575533662	4.26219753148797	2.18049069711717e-05	4.82088401725077e-05	1.58616954904601
NOMO2	0.320681042432343	10.5989745484401	4.2619053571411	2.1833020124999e-05	4.82657268389346e-05	1.58494610543165
NACA	-0.190771148234754	13.7840483579639	-4.26185852469616	2.18375295760609e-05	4.82704266507733e-05	1.58475000798225
HPGD	-0.949163648513201	6.05056174055829	-4.26110307584891	2.19103937781641e-05	4.84262026405522e-05	1.58158707126038
CIB4	0.297004459293908	0.290231691297209	4.26045040771799	2.19735311277953e-05	4.85604487560137e-05	1.57885489819184
CCDC37	0.222539037754761	0.215255254515599	4.26014426603658	2.20032061497413e-05	4.86207235073171e-05	1.57757348014766
ZNFX1	-0.261881325314613	11.0157977832512	-4.25997700546905	2.20194352331849e-05	4.86512767120293e-05	1.57687341489962
LEPRE1	0.295919146898335	9.68505049261084	4.25884788652443	2.21292910357727e-05	4.88854509797211e-05	1.57214821147734
UGT2B28	-1.09063428444147	1.82162479474548	-4.25883805790669	2.21302495843414e-05	4.88854509797211e-05	1.5721070854364
ZZEF1	-0.24027226417194	10.2155774220033	-4.25845509890561	2.2167628974201e-05	4.8962680988714e-05	1.57050473573977
CYFIP2	-0.54383260273973	9.24661354679803	-4.25817424262861	2.21950806822841e-05	4.90179688089006e-05	1.5693296858576
C14orf153	0.222462109366292	8.73510246305419	4.25700192810946	2.23100163318892e-05	4.92664323141881e-05	1.56442575446408
WDR7	-0.234298935293463	9.11135771756979	-4.25532315891303	2.24755937026938e-05	4.96266597979671e-05	1.55740554488534
RPL30	0.289237398373976	13.8287420361248	4.25347844626476	2.26588882738711e-05	5.00259244873473e-05	1.54969449885111
CTBS	-0.242579605746757	8.98528834154351	-4.25300894764194	2.27057655450992e-05	5.01239550707814e-05	1.54773247523537
TCN2	0.382481617106601	8.77941247947455	4.25279331335788	2.27273265878107e-05	5.0166083711863e-05	1.54683141512064
LOC646471	-0.385444232097115	5.54667290640394	-4.25217298143823	2.27894617574958e-05	5.02977527803842e-05	1.54423951267101
RGS3	-0.234004298919707	9.98578226600985	-4.25195996260448	2.28108359696548e-05	5.03394410000489e-05	1.54334955116984
SSR4	0.312488704755541	11.5699403940887	4.25118432918692	2.28888241833418e-05	5.0506043512861e-05	1.54010943396801
ZDHHC20	0.560738601180539	7.4985486863711	4.25106260086057	2.2901086736602e-05	5.05275965344442e-05	1.53960098031784
CRABP2	-0.699981626016248	12.5690588669951	-4.25089824016642	2.29176538814065e-05	5.05586412207238e-05	1.53891447564037
ENAH	0.315593344470445	12.2242842364532	4.25066767863632	2.29409131503108e-05	5.06044410325776e-05	1.53795150555085
OPN5	0.135130647065375	0.155744006568145	4.24972190575421	2.30365592063092e-05	5.08098885913933e-05	1.53400189315739
RGS13	-0.599977725804656	2.64625632183908	-4.24827799448519	2.31833151860961e-05	5.11280081834715e-05	1.52797366615108
CAT	-0.349200256153248	10.7492012315271	-4.24802102208263	2.32095264949434e-05	5.1180240698562e-05	1.52690103305464
ST7OT4	0.263796226751309	0.806770935960591	4.24783483425019	2.32285353808519e-05	5.12165812229736e-05	1.52612390244539
TNPO2	0.169706450606986	10.8200094417077	4.24733731373015	2.32794026446913e-05	5.13231507032755e-05	1.52404746051715
SYCE1	-0.838620158146785	2.03945467980296	-4.24678380128385	2.33361193225889e-05	5.14425915446903e-05	1.52173760921657
NPM1	0.20556810335226	13.2520018062397	4.24664026724549	2.33508482854422e-05	5.14694579317343e-05	1.52113867801395
HERC2P2	-0.407770422096004	9.08431765188834	-4.24551655848069	2.34664658496353e-05	5.17186708441412e-05	1.5164504049518
LOC285696	-0.326701699521105	0.82693973727422	-4.24444997723591	2.35767099544809e-05	5.19559880302663e-05	1.51200159016577
CTU1	0.359694188662433	5.44685155993432	4.24439111716247	2.35828082007079e-05	5.19637723512933e-05	1.51175611063033
PCDHB15	-0.42618458848424	4.73726494252874	-4.24395094971415	2.36284597715087e-05	5.20586996619445e-05	1.50992047012918
LEPR	-0.62242924379105	7.63646658456486	-4.24387004422934	2.36368599654481e-05	5.20715422626188e-05	1.50958308821878
GGT7	-0.410314549504399	8.26530648604269	-4.24350370708147	2.36749313631052e-05	5.21497400441165e-05	1.50805551310954
LTA4H	-0.194986851542497	10.7849879310345	-4.24289387550507	2.37384373916082e-05	5.22839406258672e-05	1.5055128839146
MRPL42P5	-0.416775413743178	2.67856042692939	-4.24199472343519	2.38323685008824e-05	5.24851160156448e-05	1.50176461019127
TTC31	-0.159601456732384	8.96090032840723	-4.2418916200105	2.3843161936755e-05	5.25031766383779e-05	1.50133485469684
SEC61B	0.22400710992315	10.4398655172414	4.24068544837933	2.3969777036265e-05	5.27762475036354e-05	1.49630804565426
ZNF876P	-0.387762995879279	4.32353637110016	-4.24017321729925	2.40237408546263e-05	5.28893140328179e-05	1.49417370475689
GAST	0.157065878160151	0.0909840722495895	4.23965464552099	2.40784905476332e-05	5.30040859315942e-05	1.49201319868955
IL7	0.523162412295362	4.12120747126437	4.23926081622403	2.41201495866663e-05	5.30900195010506e-05	1.49037257391332
MT1DP	-0.484776494041651	1.39758464696223	-4.23890177079955	2.41581890300882e-05	5.31679682935607e-05	1.4888769816709
KRTAP3-3	-0.399598013141775	0.411563218390805	-4.23806049143002	2.42475432003588e-05	5.33588226549674e-05	1.48537314099819
CERKL	-0.424997654527225	6.02590681444992	-4.23802161311901	2.42516801542419e-05	5.33621280403853e-05	1.48521123321695
SPRR2E	0.55120865797973	0.448890229885057	4.23796272716102	2.42579473573618e-05	5.33701194873755e-05	1.48496600682216
CD53	0.446126951776355	9.31279926108374	4.23754374702619	2.43025837641403e-05	5.34625164448587e-05	1.48322128927323
CSH2	0.186182080409845	0.0936463875205255	4.23719703817588	2.43395798352617e-05	5.35380874143283e-05	1.48177765051587
TP53TG3B	-0.506217819356276	1.31955665024631	-4.23614556911907	2.44521067017712e-05	5.37797637841302e-05	1.47740020716337
TFAP2D	0.136444846864907	0.046991789819376	4.23588290965147	2.44802934373274e-05	5.38359108147198e-05	1.47630687606383
AGPAT2	-0.432181643835621	9.91440435139573	-4.2348154560319	2.45951637166139e-05	5.40826553299527e-05	1.47186423267663
CSNK2A1	0.20509027731374	10.4853330049261	4.23433081994981	2.46474854224755e-05	5.41918222533898e-05	1.46984758086932
PDYN	0.2443497605524	0.228618637110016	4.233017527024	2.47898030256949e-05	5.44988157703402e-05	1.46438387567511
PFDN1	-0.151742082637272	10.1909167487685	-4.2327545807311	2.48183916123047e-05	5.45557437243454e-05	1.46329013539691
PDE6H	0.153819414188662	0.174875862068966	4.2317467487854	2.49282582940511e-05	5.47913052931543e-05	1.45909861122513
RAB4A	0.209291963470308	9.8262434318555	4.228772222999	2.52552275480786e-05	5.55039466417459e-05	1.44673335379392
OXTR	-0.888972480231652	7.29487988505747	-4.22843265320327	2.52928128229116e-05	5.55805170670144e-05	1.44532228148077
NFS1	-0.216252429000997	9.2086816091954	-4.22815342518803	2.53237590758708e-05	5.56424833247841e-05	1.44416204009728
USP6	-0.328288493150676	5.61050287356322	-4.22792701989256	2.5348877567314e-05	5.56916325117425e-05	1.4432213409957
IL17F	0.0796904644169729	0.0468188834154351	4.22710553972795	2.54402159072712e-05	5.58862406501851e-05	1.43980855566484
LOC143188	-0.263599875264506	3.8464354679803	-4.22608002492703	2.55546802657842e-05	5.61316035512649e-05	1.43554902552976
FYN	0.373892003563871	9.0382119047619	4.22584282376039	2.55812255807843e-05	5.61838174234946e-05	1.43456394079984
UTP15	-0.192025025058484	8.32759187192118	-4.2256716421355	2.56003989233701e-05	5.62182626960971e-05	1.43385306531952
SOCS6	-0.286720717229086	9.91334827586207	-4.22565324043562	2.56024608357744e-05	5.62182626960971e-05	1.43377664921868
NCOA6	0.206418794966027	10.8330947454844	4.22525017352779	2.56476642158801e-05	5.63114154054644e-05	1.43210292830172
COLEC11	0.632674917028617	3.03386305418719	4.22510445292814	2.56640252717685e-05	5.63412292470304e-05	1.43149786687863
CDKL2	-0.768424254371312	3.15972963875205	-4.2241758782866	2.57685164425721e-05	5.65644911115295e-05	1.42764271298183
TH1L	0.238378151241792	10.9744798850575	4.22315832618623	2.58834853117566e-05	5.68107016943421e-05	1.42341909711604
TM2D1	-0.204118233656301	8.36815246305419	-4.22237207587752	2.59726547367259e-05	5.70002388088613e-05	1.42015623646235
STAB2	-0.793880474440362	2.27811190476191	-4.22225361903068	2.59861143742691e-05	5.7023598256333e-05	1.41966470345324
CD3E	0.723424492705192	7.47066239737274	4.22192685256724	2.60232775947038e-05	5.70989618470142e-05	1.41830886557242
MRPS24	0.248317059806219	9.77686091954023	4.22148116695642	2.60740471108905e-05	5.7204160122387e-05	1.41645976591107
ZNF837	-0.441751562534801	5.18393793103448	-4.2213307765802	2.60911998463183e-05	5.72355913439816e-05	1.41583585586446
SVIL	0.351906172179536	10.737626272578	4.22055896677839	2.61793976156103e-05	5.74228485336663e-05	1.41263426261315
SLCO2A1	-0.438985457177854	8.80853571428571	-4.21941369580557	2.6310795630437e-05	5.77048119024919e-05	1.40788453900621
PECAM1	-0.377520962245233	10.0463513957307	-4.21935536957189	2.63175042311514e-05	5.77132751152439e-05	1.40764267910442
MASP2	-0.487826118721459	3.90359622331691	-4.21931640442034	2.63219868551109e-05	5.77168555424107e-05	1.4074811051158
CBLB	0.21268707651188	8.89472044334975	4.21902696226173	2.63553075880799e-05	5.7779084150696e-05	1.40628094151287
VASH1	-0.320660712774254	9.31887709359606	-4.21902032228912	2.63560724562577e-05	5.7779084150696e-05	1.40625340999516
ZNF568	-0.285469159149137	7.06441009852217	-4.21858292175053	2.64065038465359e-05	5.78833765450855e-05	1.4044398956923
IMPACT	-0.241067902884508	10.0087114121511	-4.21826186861063	2.64435790776593e-05	5.79583726710776e-05	1.40310888764352
KCNU1	-0.436961741842075	0.552644006568145	-4.21758112377163	2.65223555537374e-05	5.81247424168693e-05	1.40028701092366
ZRANB2	0.179096460630358	10.3941709359606	4.21727321460602	2.65580604570852e-05	5.81966933971965e-05	1.39901078704489
KIAA0100	-0.283176776923936	12.2540443349754	-4.21702134225296	2.65873014020527e-05	5.82544658654518e-05	1.39796689218613
MBTPS1	-0.203728116716782	11.6686619047619	-4.21479885538283	2.68466514457909e-05	5.88163549416007e-05	1.38875833231252
AQPEP	-0.824015244459295	2.97245960591133	-4.21432138406042	2.6902682762184e-05	5.89327345916443e-05	1.3867806126465
IGSF3	0.40481776367078	10.6866669129721	4.21275420957924	2.70873743683728e-05	5.93309004659622e-05	1.38029079533976
SEC22A	0.138051910012257	8.49032750410509	4.2124943019718	2.71181209582613e-05	5.93918228232626e-05	1.37921472005344
ALS2CR12	-0.426059267178973	1.69604170771757	-4.21186119115718	2.71931559048988e-05	5.95442763058046e-05	1.3765937703288
PCDHGA5	-0.659303452500274	4.54928858784893	-4.21185735569044	2.71936110780361e-05	5.95442763058046e-05	1.37657789344418
ENOPH1	0.214482483572795	9.93220878489327	4.21130910024855	2.72587498437053e-05	5.96804542524021e-05	1.37430853878094
TBX5	-0.534970680476663	5.66099614121511	-4.21024233997088	2.73859186219037e-05	5.99523969225806e-05	1.36989379624592
EDIL3	-0.802021238445253	7.33474195402299	-4.21013842810557	2.73983361262115e-05	5.9973098057505e-05	1.36946381941952
MPND	-0.295406038534365	8.4844670771757	-4.20985607754002	2.7432104193592e-05	6.00405246005214e-05	1.36829553328534
C5orf23	0.758314068381788	6.58898070607553	4.20971792057534	2.74486416807446e-05	6.00702281519817e-05	1.36772390688518
VNN3	0.681952564873593	1.45394302134647	4.20961554366777	2.74609023914302e-05	6.00905667456773e-05	1.36730033273124
LOC148145	-0.219809537810447	0.274799014778325	-4.20952584548695	2.74716489763055e-05	6.01075880583555e-05	1.36692922375642
CERK	0.29244673794412	9.54941288998358	4.20939950235601	2.74867927211271e-05	6.01342255793742e-05	1.36640651637415
SUN3	0.258075959460964	0.224471264367816	4.20907110434917	2.75261923579431e-05	6.02139174371424e-05	1.36504793790422
FLJ34503	-0.406073651854327	0.802436945812808	-4.20849769206803	2.75951165750868e-05	6.03581705236696e-05	1.36267598523144
PCDHGB6	-0.602226354827931	5.35578193760263	-4.20770315907161	2.76908911139226e-05	6.05611152094126e-05	1.35938987282754
IGFBP7	-0.318463178527663	12.2631681444992	-4.20760912203094	2.77022474395204e-05	6.05794099066156e-05	1.35900098451169
ARHGAP31	0.374221899988859	9.3471039408867	4.20674632653631	2.78066495647844e-05	6.08011516935881e-05	1.35543330489064
EMILIN1	-0.536606911682814	10.1388899014778	-4.20652959881495	2.78329333897646e-05	6.08520530076123e-05	1.35453724234495
RNPS1	0.209013086089779	11.5194250410509	4.20586269937908	2.79139605798961e-05	6.10226176234948e-05	1.35178022241361
CCAR1	0.185359534469304	10.5729931855501	4.20555888195176	2.79509483029294e-05	6.10968812769484e-05	1.35052435566623
MED11	-0.219690958904112	7.65020541871921	-4.20550730262228	2.79572323692425e-05	6.11040222255448e-05	1.35031115490611
PIH1D1	-0.234457511972385	9.83979540229885	-4.20362570533657	2.8187394655323e-05	6.16004226351139e-05	1.34253539622492
CHID1	-0.220150252812132	10.4612288998358	-4.20318706479567	2.82413090572326e-05	6.17115872925198e-05	1.34072318648788
TSHR	0.544852235215501	2.49506165845649	4.20273177635667	2.82973735040332e-05	6.18274256342304e-05	1.33884239150899
PARVB	0.331899331774141	8.7656119047619	4.20265302997239	2.8307081113245e-05	6.18419640458941e-05	1.33851711053934
C14orf37	-0.472598503174067	6.33190311986864	-4.2021466483308	2.83695820402899e-05	6.19718234796626e-05	1.33642552023399
PHC3	-0.247281906671123	10.4779840722496	-4.20201090010643	2.83863592850382e-05	6.20017847541623e-05	1.33586485891297
APOM	-0.416674257712441	5.1019223316913	-4.19985622799197	2.86539250341701e-05	6.25794553857448e-05	1.32696808307856
VPS28	-0.309113012584929	10.9947678981938	-4.19859250669912	2.8811968097826e-05	6.29178324258326e-05	1.32175216102698
SPAG6	-1.17648907450718	2.88855911330049	-4.19837078584025	2.88397822857292e-05	6.29717812237831e-05	1.32083718077359
TMEM173	-0.297621009021048	9.25181609195402	-4.19725937106854	2.89795913402601e-05	6.32702332711241e-05	1.31625138876981
SNRPD2	0.239087744737734	11.324391543514	4.19635169501954	2.90942496156019e-05	6.35137159874064e-05	1.31250711499035
TTC5	-0.200895164272191	7.65505812807882	-4.19610518984206	2.91254627923252e-05	6.35750024218765e-05	1.31149038706356
PCDHB17	0.545726804766677	2.10285426929392	4.19561884551859	2.91871385644826e-05	6.37027621734994e-05	1.30948459587989
C18orf55	0.184533896870471	8.40069154351396	4.19446358127015	2.93341421261583e-05	6.40167075796292e-05	1.30472093689261
OSBPL9	0.232331146007363	10.6562804597701	4.19443517962252	2.9337765001235e-05	6.4017715419137e-05	1.30460384054646
C17orf47	-0.373615732264172	2.04406330049261	-4.1943918551355	2.93432922333731e-05	6.40228780769524e-05	1.30442522073329
GFOD2	0.182298696959569	9.22682134646962	4.19346375823519	2.94619348433936e-05	6.4274814655651e-05	1.30059925860185
TNRC6B	0.238798356164393	9.59715008210181	4.19292501388734	2.95310141121993e-05	6.44185801163572e-05	1.29837873042888
IL17RE	0.611139269406399	7.94057676518883	4.19256763118101	2.95769237066444e-05	6.4511778019059e-05	1.29690586858708
BRAF	0.28216955340238	7.50142865353038	4.19240843211436	2.95973963727347e-05	6.45494800065285e-05	1.29624980942677
VTN	-0.728288105579682	2.76592307060755	-4.19179419862439	2.96765119724221e-05	6.47100390202484e-05	1.29371878077679
RNF214	0.184867423989301	8.22163234811166	4.19178726036155	2.96774067953816e-05	6.47100390202484e-05	1.29369019282386
KIAA0195	-0.25784539035528	10.6737653530378	-4.19051214046475	2.98422948158433e-05	6.50625637431864e-05	1.28843705482631
TMEM87A	-0.218249787281433	11.3372195402299	-4.19036534781066	2.98613326945526e-05	6.50970624036684e-05	1.28783240972882
TNFSF14	0.523209869695958	2.35151765188834	4.19004727009823	2.9902624589997e-05	6.51800616937487e-05	1.28652230489318
C20orf203	-0.440792952444593	1.49746962233169	-4.18938519462818	2.99887475614167e-05	6.53607528641639e-05	1.28379564506414
GJD4	0.223358122285332	0.379910755336617	4.1883039360153	3.01299057086796e-05	6.56613419145787e-05	1.27934354153238
POLE	0.232231272970271	9.92193366174056	4.18807969311725	3.01592596367583e-05	6.57182403877371e-05	1.27842035678507
PPT1	-0.27007062479119	12.4184169950739	-4.18657068980478	3.03575006077001e-05	6.61430986882348e-05	1.2722091955482
BAP1	-0.160492939080072	10.5873578817734	-4.1858084576218	3.04581073900065e-05	6.63551625282285e-05	1.26907262219125
C16orf3	-0.363273288784943	1.88251732348112	-4.18568058502709	3.04750162975371e-05	6.63848585627321e-05	1.26854648283915
KRT24	-0.541136053012585	0.642995812807882	-4.18331873512945	3.07889401849104e-05	6.70614773741456e-05	1.25883131971218
APOB48R	-0.5244847911794	7.92629844006568	-4.18204055182435	3.09601098074675e-05	6.74270506313402e-05	1.25357590026098
SGK196	0.56479090990088	5.06699909688013	4.17999679620495	3.12356846501775e-05	6.80199016704725e-05	1.24517597128825
CHRNG	0.228586635482793	0.36268341543514	4.17903103681198	3.13667156349727e-05	6.82932671481094e-05	1.2412080440617
PCDHGB1	0.801902418977627	4.84744047619048	4.17902186729587	3.13679622265314e-05	6.82932671481094e-05	1.24117037437933
C1orf115	-0.553194787838301	9.64745467980296	-4.17875761876333	3.14039069523025e-05	6.83641753840729e-05	1.24008483815609
ANKRD34C	-0.428104541708431	0.778261740558292	-4.17839946095236	3.14526883545128e-05	6.84630099479356e-05	1.23861362792187
AFTPH	-0.203786677803791	10.8418332512315	-4.17782957383378	3.15304561094613e-05	6.86249110294261e-05	1.23627294660308
HSPA13	0.291849814010464	9.71127717569787	4.17702015324073	3.16412254817699e-05	6.88585964385133e-05	1.23294896938002
POMP	0.226701425548514	10.6413619868637	4.17454926805017	3.19816611229856e-05	6.95919846419581e-05	1.22280587088048
TRIM7	-0.551888528789395	4.24432586206897	-4.17439982844199	3.20023620809545e-05	6.96295484382779e-05	1.22219260136744
LEMD2	0.206105205479442	9.83780837438424	4.17420518168332	3.20293444237833e-05	6.96807694994585e-05	1.22139384296575
KIAA1143	-0.200430442142787	9.50080944170772	-4.17255274125785	3.22592825038169e-05	7.0173468234941e-05	1.21461429561353
ABCA7	-0.366769401937859	8.1844473727422	-4.1724929034512	3.22676383593196e-05	7.01841061167373e-05	1.2143688450837
LOC100133985	0.428429695957235	3.02975894909688	4.17174883164689	3.23717139622241e-05	7.04029157176722e-05	1.21131699989277
LOC100188949	0.522018843969262	2.69914449917898	4.17162161046183	3.23895407135046e-05	7.04341220369264e-05	1.21079524921645
RIMBP2	-0.664477652299814	2.50674433497537	-4.17113670638498	3.24575731132216e-05	7.05744868680443e-05	1.20880673611558
TMEM136	-0.260105858113372	7.21402356321839	-4.17081786473273	3.25023808803588e-05	7.06643282435885e-05	1.2074993405336
CLRN1	-0.190911468983183	0.25923711001642	-4.1702881114122	3.25769588124326e-05	7.08188675256962e-05	1.20532732604845
LYRM1	-0.238744129635821	9.09849466338259	-4.16964503570669	3.26677088397589e-05	7.10085262877318e-05	1.20269104450711
ZNF833	-0.309981354271071	4.84620139573071	-4.169442159921	3.26963882736459e-05	7.10632383899847e-05	1.2018594395086
NCDN	-0.293247383895745	9.8190158456486	-4.16902545641724	3.27553704860546e-05	7.11837925832791e-05	1.20015145993833
C10orf75	-0.420826352600511	6.6340421182266	-4.16843916530653	3.28385283294884e-05	7.13568536189699e-05	1.19774865750968
ADIPOR2	-0.330624510524553	11.4924062397373	-4.16790366514299	3.29146575612085e-05	7.15146062578688e-05	1.19555429905007
LOC647859	-0.670084316739058	1.738426272578	-4.167844834562	3.29230314208722e-05	7.15251268328153e-05	1.19531324134737
CD40	0.399155037309269	7.84793990147783	4.16758307447615	3.29603145436761e-05	7.15984436488823e-05	1.19424072216408
ASNA1	-0.200545354716557	10.4947818555008	-4.16718281254398	3.30174024798295e-05	7.1714761370818e-05	1.19260084087249
NOVA2	-0.351947820469988	5.02726157635468	-4.16713890523772	3.30236705436748e-05	7.17206837373192e-05	1.1924209610601
ZNF137	-0.260495113041553	6.14339302134647	-4.16639023793864	3.31307221772218e-05	7.1945462742129e-05	1.18935409817662
LMX1A	-0.572878672457955	1.7118052545156	-4.16589383055371	3.32018851561177e-05	7.20922674152134e-05	1.18732089551703
DDX5	-0.181030471099225	13.5532628899836	-4.16579270342034	3.32164001516446e-05	7.2112493900174e-05	1.18690672434718
GIPC2	-0.657587067602187	4.5249170771757	-4.16577931743313	3.32183219235001e-05	7.2112493900174e-05	1.18685190210764
SLC39A7	0.259338750417637	11.9584563218391	4.16520667041439	3.330063362971e-05	7.22834332549719e-05	1.18450678959405
KAT5	-0.165094297805982	9.81770188834154	-4.16515721902981	3.33077508137536e-05	7.22911337991788e-05	1.18430429025087
TBX21	0.633493386791404	3.87307520525452	4.16421002847394	3.34443527310939e-05	7.25773563513001e-05	1.18042607396873
DDX51	-0.226592489141323	8.84002463054187	-4.16419313612899	3.34467937402076e-05	7.25773563513001e-05	1.18035691703105
NSUN4	0.155346281323094	9.22350155993432	4.16415452501831	3.34523738311791e-05	7.2581687896833e-05	1.18019884490493
BEX4	-0.38044366633255	9.45477569786535	-4.16383648935627	3.3498370147842e-05	7.26737002928866e-05	1.17889687559551
RPL15	-0.211321017930702	14.0294986042693	-4.16351460776211	3.35449839272143e-05	7.27670324008081e-05	1.17757926027011
POLA1	0.22317819579018	9.05867413793103	4.16345522240837	3.35535906465308e-05	7.27779070122676e-05	1.17733617842876
BPGM	0.200064621895534	8.95820886699507	4.16333561421183	3.35709318375345e-05	7.28077223788551e-05	1.17684659688322
GPR89C	0.397691399933171	6.21587931034483	4.16304165702979	3.36135869424486e-05	7.28924256085735e-05	1.17564342628743
C8ORFK29	0.510448702528126	2.52259663382594	4.16213571734389	3.3745369142524e-05	7.31703657253101e-05	1.17193592259674
ZNF215	0.516499287225746	3.95682454844007	4.16133899310693	3.38616702841055e-05	7.3414682217504e-05	1.16867602463683
CHKA	0.297452382225183	9.34898103448276	4.16053977108261	3.39787189520517e-05	7.36605669253855e-05	1.16540651603295
EXOSC2	0.172907374986075	8.7990724137931	4.159409068642	3.41449714110626e-05	7.40130537318676e-05	1.16078200866514
MBD3L1	0.0358521416638824	0.0136854679802956	4.15892142104607	3.42169110079197e-05	7.41610532675932e-05	1.15878793533649
INHBE	0.449071411070275	1.54202857142857	4.15888995007376	3.42215586710979e-05	7.41631895352675e-05	1.15865925302423
ITGB2	0.457747706871597	10.4172081280788	4.15791289379382	3.43661502718288e-05	7.4468572149056e-05	1.1546646180962
DBF4B	0.292859017707982	7.09736338259442	4.15785068557214	3.43753759224552e-05	7.44805941137865e-05	1.15441031446967
MAGEA10	0.488641528009801	0.328481280788177	4.15759474738996	3.44133570425603e-05	7.4554910871409e-05	1.15336409282819
IL26	0.209576839291681	0.289117405582923	4.15717470039645	3.44757783460364e-05	7.46821545688233e-05	1.15164716442864
PTH2R	0.74977024167502	3.87989425287356	4.157124952507	3.44831782839228e-05	7.46901953589309e-05	1.15144383271786
LOC92249	0.244212734157481	9.07452881773399	4.15703224879952	3.449697187718e-05	7.47120815374451e-05	1.15106493645191
KIAA0664P3	-0.452771947878384	5.34743891625616	-4.15689431740227	3.45175047112518e-05	7.47485570372404e-05	1.15050120190683
SLC22A12	-0.409190036752423	0.430500410509031	-4.15637589329218	3.45947826744255e-05	7.49078946565236e-05	1.14838253160295
PRSSL1	-0.253237434012696	0.364330049261084	-4.15625521470859	3.46127950020865e-05	7.4938884368426e-05	1.14788938511844
MGC23270	-0.375616485131975	5.16221403940887	-4.15530327874078	3.47551926709729e-05	7.52391407773964e-05	1.14399983829059
MT1X	0.59602122953558	8.87095591133005	4.15508078049572	3.47885558389376e-05	7.53033168929205e-05	1.14309085016549
BSCL2	-0.262714377993087	11.0411044334975	-4.15497449453475	3.48045039528939e-05	7.53297866895381e-05	1.14265664916157
ACSM2A	-0.332861160485577	0.412877996715928	-4.15485862236626	3.48218983893325e-05	7.53593808699254e-05	1.14218329873842
TPD52L1	0.547984826818142	9.7498380952381	4.15359442627383	3.50122141556991e-05	7.57631542986663e-05	1.13701975369484
DPYS	0.45592583583918	1.21855008210181	4.15230352870621	3.5207569970224e-05	7.61777464783095e-05	1.13174872384647
DNAJB14	-0.292746272413403	8.31022224958949	-4.15217032725445	3.52277866717781e-05	7.62133464028257e-05	1.13120492251125
ZNF536	-0.353991685042878	0.678026683087028	-4.15208631122144	3.52405439135353e-05	7.62328023218241e-05	1.13086193173462
N4BP2L2	-0.222424410290691	10.1327319376026	-4.15176648875284	3.52891468967073e-05	7.63297877765799e-05	1.12955633603061
TRAPPC4	-0.196681842075945	9.56822963875205	-4.15135680192321	3.5351499560507e-05	7.64564896517927e-05	1.12788403422885
METT10D	-0.185313843412407	9.59607142857143	-4.15100673723007	3.54048609573298e-05	7.65625894541779e-05	1.12645523127841
PLEKHM1P	-0.282454925938289	7.37438481116585	-4.15098538413174	3.54081183501792e-05	7.65625894541779e-05	1.12636808154902
